MonsterName,MonsterImage,MonsterAI,MonsterEffect,MonsterLevel,MonsterLight,MonsterAttackSpeed,MonsterMoveSpeed,MonsterViewRange,MonsterCoolEye,MonsterExperience,MonsterCanPush,MonsterAutoRev,MonsterUndead,MonsterCanTame,MonsterDropPath,StatMinAC,StatMaxAC,StatMinMAC,StatMaxMAC,StatMinDC,StatMaxDC,StatMinMC,StatMaxMC,StatMinSC,StatMaxSC,Stat准确,Stat敏捷,StatHP,StatMP,Stat攻击速度,Stat幸运,Stat背包负重,Stat腕力负重,Stat装备负重,Stat反弹伤害,Stat强度,Stat神圣,Stat冰冻伤害,Stat毒素伤害,Stat魔法躲避,Stat毒物躲避,Stat生命恢复,Stat法力恢复,Stat中毒恢复,Stat暴击倍率,Stat暴击伤害,Stat最大防御数率,Stat最大魔御数率,Stat最大物理攻击数率,Stat最大魔法攻击数率,Stat最大道术攻击数率,Stat攻击速度数率,Stat生命值数率,Stat法力值数率,Stat吸血数率,Stat经验增长数率,Stat物品掉落数率,Stat金币收益数率,Stat采矿出矿数率,Stat宝石成功数率,Stat钓鱼成功数率,Stat大师概率数率,Stat技能熟练度倍率,Stat攻击增伤,Stat伴侣专享经验数率,Stat师徒专享伤害数率,Stat师徒专享经验数率,Stat伤害降低数率,Stat气功盾恢复数率,Stat气功盾恢复生命值,Stat法力值消耗数率,Stat传送技法力消耗数率,StatHero,
定缘道士,WoomaWarrior,997,0,30,1,2000,1000,7,0,310,True,True,True,False,,3,3,2,2,16,28,0,0,0,0,13,15,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
定缘道士0,WoomaWarrior,997,0,30,1,2000,1000,7,0,310,True,True,True,False,,3,3,2,2,16,28,0,0,0,0,13,15,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
沃玛教主,WoomaTaurus,34,0,60,1,2500,1800,14,100,6000,True,True,False,False,,25,25,40,40,35,90,0,0,0,0,25,30,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
沃玛教主0,WoomaTaurus,34,0,60,1,2500,1500,7,100,1000,True,True,False,False,,0,0,0,0,0,20,0,0,0,0,20,17,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
沃玛教主11,WoomaTaurus,34,0,60,1,2500,1800,14,100,6000,True,True,False,False,,25,25,40,40,35,90,0,0,0,0,25,30,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
沃玛教主10,WoomaTaurus,34,0,60,1,2500,1500,7,100,1000,True,True,False,False,,0,0,0,0,0,20,0,0,0,0,20,17,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
古代沃玛教主,WoomaTaurus,34,0,60,1,2500,1800,14,100,6000,True,True,False,False,,25,25,40,40,35,90,0,0,0,0,25,30,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
古代沃玛教主0,WoomaTaurus,34,0,60,1,2500,1500,7,100,1000,True,True,False,False,,0,0,0,0,0,20,0,0,0,0,20,17,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
牛魔鬼尊,WoomaTaurus,34,0,60,1,2500,1800,14,100,6000,True,True,False,False,,25,25,40,40,35,90,0,0,0,0,25,30,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
牛魔鬼尊0,WoomaTaurus,34,0,60,1,2500,1500,7,100,1000,True,True,False,False,,0,0,0,0,0,20,0,0,0,0,20,17,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
焱门客,WoomaTaurus,998,0,60,1,2500,1800,14,100,6000,True,True,False,False,,25,25,40,40,35,90,0,0,0,0,25,30,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
焱门客0,WoomaTaurus,999,0,60,1,2500,1500,7,100,1000,True,True,False,False,,0,0,0,0,0,20,0,0,0,0,20,17,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
红蛇,RedSnake,0,0,17,1,2500,1200,7,0,70,True,True,False,True,,0,0,2,2,7,12,0,0,0,0,11,15,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
红蛇0,RedSnake,0,0,17,1,2500,1200,7,0,70,True,True,False,True,,1,2,2,2,7,12,0,0,0,0,11,15,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
红毒蛇,RedSnake,0,0,17,1,2500,1200,7,0,70,True,True,False,True,,0,0,2,2,7,12,0,0,0,0,11,15,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
红毒蛇0,RedSnake,0,0,17,1,2500,1200,7,0,70,True,True,False,True,,1,2,2,2,7,12,0,0,0,0,11,15,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
变异骷髅,BoneFamiliar,36,0,15,1,1500,1500,7,0,0,True,True,False,False,,10,10,10,10,10,25,0,0,0,0,20,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
变异骷髅0,BoneFamiliar,36,0,15,1,1500,1500,7,0,0,True,True,False,False,,10,10,10,10,10,25,0,0,0,0,20,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
虎蛇,TigerSnake,0,0,18,1,2500,1200,7,0,98,True,True,False,True,,0,0,2,3,10,11,0,0,0,0,12,15,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
虎蛇0,TigerSnake,0,0,18,1,2500,1200,7,0,98,True,True,False,True,,1,2,2,3,10,11,0,0,0,0,12,15,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
虎纹毒蛇,TigerSnake,0,0,18,1,2500,1200,7,0,98,True,True,False,True,,0,0,2,3,10,11,0,0,0,0,12,15,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
虎纹毒蛇0,TigerSnake,0,0,18,1,2500,1200,7,0,98,True,True,False,True,,1,2,2,3,10,11,0,0,0,0,12,15,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
楔蛾,WedgeMoth,24,0,32,1,2500,600,7,100,540,True,True,False,True,,1,2,2,7,13,18,13,18,0,0,15,15,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
楔蛾0,WedgeMoth,24,0,32,1,2500,600,7,100,540,True,True,False,True,,1,2,2,7,13,18,13,18,0,0,15,15,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
僵尸1,ShamanZombie,40,0,25,1,3000,1500,7,0,210,True,True,True,False,,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
僵尸10,ShamanZombie,40,0,25,1,3000,1500,7,0,210,True,True,True,False,,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
萨满僵尸,ShamanZombie,40,0,25,1,3000,1500,7,0,210,True,True,True,False,,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
萨满僵尸0,ShamanZombie,40,0,25,1,3000,1500,7,0,210,True,True,True,False,,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
角蝇,BugBatMaggot,41,0,30,1,2500,1800,7,0,480,False,True,False,True,,0,0,0,0,10,20,0,0,0,0,18,15,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑龙角蝇,BugBatMaggot,41,0,30,1,2500,1800,7,0,480,False,True,False,True,,0,0,0,0,10,20,0,0,0,0,18,15,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
小蝙蝠,BugBat,0,0,5,1,2500,1200,7,0,2,True,True,False,True,,0,0,0,0,5,22,0,0,0,0,19,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑龙蝙蝠,BugBat,0,0,5,1,2500,1200,7,0,2,True,True,False,True,,0,0,0,0,5,22,0,0,0,0,19,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
羊,Sheep,161,0,13,1,3000,1400,7,0,27,True,True,False,True,,0,0,0,0,1,3,0,0,0,0,7,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
羊0,Sheep,161,0,13,1,3000,1400,7,0,27,True,True,False,True,,0,0,0,0,1,3,0,0,0,0,7,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
猎鹰,SkyStinger,0,0,16,1,2500,1200,7,0,55,True,True,False,True,,0,0,0,0,7,10,0,0,0,0,15,40,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
猎鹰0,SkyStinger,0,0,16,1,2500,1200,7,0,55,True,True,False,True,,0,0,0,0,7,10,0,0,0,0,20,40,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
盔甲虫,ShellNipper,0,0,16,1,2500,1200,7,0,52,True,True,False,True,,0,0,0,0,4,10,0,0,0,0,7,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
盔甲虫0,ShellNipper,0,0,16,1,2500,1200,7,0,52,True,True,False,True,,0,0,0,0,4,10,0,0,0,0,9,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
大老鼠,BigRat,0,0,34,1,2500,1200,7,0,1800,True,True,True,False,,3,6,0,0,16,35,0,0,0,0,15,15,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
大老鼠0,BigRat,0,0,34,1,2500,1200,7,0,1800,True,True,True,False,,3,6,0,0,15,32,0,0,0,0,15,15,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛弓箭手,ZumaArcher,21,0,39,1,2000,1000,10,0,1900,True,True,True,False,,3,6,3,6,14,30,0,0,0,0,17,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛弓箭手0,ZumaArcher,21,0,39,1,2000,1000,10,0,1900,True,True,True,False,,3,6,3,6,14,30,0,0,0,0,17,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛弓箭手1,ZumaArcher,21,0,39,1,2000,1000,10,0,1900,True,True,True,False,,3,6,3,6,14,30,0,0,0,0,17,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛弓箭手3,ZumaArcher,21,0,39,1,2000,1000,10,0,1900,True,True,True,False,,3,6,3,6,14,30,0,0,0,0,17,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛弓箭手10,ZumaArcher,21,0,39,1,2000,1000,10,0,1900,True,True,True,False,,3,6,3,6,14,30,0,0,0,0,17,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑龙祖玛弓箭手,ZumaArcher,21,0,39,1,2000,1000,10,0,1900,True,True,False,False,,3,6,3,6,14,30,0,0,0,0,17,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑龙祖玛弓箭手0,ZumaArcher,21,0,39,1,2000,1000,10,0,1900,True,True,False,False,,3,6,3,6,14,30,0,0,0,0,17,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
古代祖玛弓箭手,ZumaArcher,21,0,39,1,2000,1000,10,0,1900,True,True,False,False,,3,6,3,6,14,30,0,0,0,0,17,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
古代祖玛弓箭手0,ZumaArcher,21,0,39,1,2000,1000,10,0,1900,True,True,False,False,,3,6,3,6,14,30,0,0,0,0,17,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
威思而小虫,VisceralWorm,0,0,16,1,2300,1000,7,0,60,True,True,False,True,,2,2,1,1,6,9,0,0,0,0,12,15,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
威思而小虫0,VisceralWorm,0,0,16,1,2300,1000,7,0,60,True,True,False,True,,2,2,1,1,6,9,0,0,0,0,12,15,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
沙虫,SandWorm,49,0,17,1,2300,1000,7,0,77,True,True,False,True,,0,0,0,0,1,2,0,0,0,0,13,15,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
沙虫0,SandWorm,49,0,17,1,2300,1000,7,0,77,True,True,False,True,,0,0,0,0,1,2,0,0,0,0,13,15,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
僵尸2,DigOutZombie,50,0,25,1,3000,2000,7,0,200,True,True,True,False,,0,0,0,0,12,16,0,0,0,0,13,13,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
僵尸20,DigOutZombie,50,0,25,1,3000,2000,7,0,200,True,True,True,False,,0,0,0,0,12,16,0,0,0,0,13,13,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
僵尸3,ClZombie,51,0,12,1,3000,2000,7,0,200,True,True,True,False,,2,2,1,1,8,17,0,0,0,0,13,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
僵尸30,ClZombie,51,0,12,1,3000,2000,7,0,200,True,True,True,False,,2,2,1,1,8,17,0,0,0,0,13,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
僵尸4,NdZombie,51,0,25,1,3000,2000,7,0,200,True,True,True,False,,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
僵尸40,NdZombie,51,0,25,1,3000,2000,7,0,200,True,True,True,False,,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
僵尸5,CrawlerZombie,51,0,25,1,3000,2000,7,0,200,True,True,True,False,,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
僵尸50,CrawlerZombie,51,0,25,1,3000,2000,7,0,200,True,True,True,False,,2,2,1,1,6,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
暗黑噬夢者,DarkDevourer,54,0,100,1,2000,1600,14,0,7000,True,True,False,False,,28,28,31,31,30,80,0,0,0,0,15,15,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
暗黑噬夢者0,DarkDevourer,54,0,100,1,2000,1600,14,0,7000,True,True,False,False,,28,28,31,31,30,80,0,0,0,0,15,15,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
抱脸虫1,PoisonHugger,55,0,255,1,1600,1200,7,0,100,True,True,False,False,,10,20,10,20,40,60,0,0,0,0,35,16,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
抱脸虫2,Hugger,56,0,255,1,1600,1200,7,0,100,True,True,False,False,,10,20,10,20,40,60,0,0,0,0,35,16,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
怨恶,Behemoth,57,0,255,1,1600,1200,10,0,8400,True,True,False,False,,18,18,20,20,38,60,0,0,0,0,18,16,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
怨恶0,Behemoth,57,0,255,1,1600,1200,10,0,8400,True,True,False,False,,18,18,20,20,38,60,0,0,0,0,18,16,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
巨尾狼,TailedLion,0,0,54,1,1600,900,7,0,4400,True,True,False,False,,18,18,20,20,38,60,0,0,0,0,18,16,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
巨尾狼0,TailedLion,0,0,54,1,1600,900,7,0,4400,True,True,False,False,,18,18,20,20,38,60,0,0,0,0,18,16,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
巡城侍卫,HighAssassin,980,0,255,1,900,600,9,1,0,True,True,False,False,,9,999,9,999,999,999,0,0,0,0,99,9,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
高级刺客0,HighAssassin,0,0,57,1,1400,800,7,0,4900,True,True,False,False,,20,20,22,22,54,79,0,0,0,0,18,17,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛雕像,ZumaStatue,61,0,40,1,2000,900,9,0,2200,True,True,True,False,,9,13,13,16,22,38,0,0,0,0,17,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛雕像0,ZumaStatue,61,0,40,1,2000,900,9,0,2200,True,True,True,False,,9,13,13,16,22,38,0,0,0,0,17,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛雕像2,ZumaStatue,61,0,40,1,2000,900,9,0,2200,True,True,True,False,,9,13,13,16,22,38,0,0,0,0,17,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛雕像20,ZumaStatue,61,0,40,1,2000,900,9,0,2200,True,True,True,False,,9,13,13,16,22,38,0,0,0,0,17,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛雕像3,ZumaStatue,61,0,50,1,2000,900,9,0,2200,True,True,True,False,,9,13,13,16,22,38,0,0,0,0,17,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑龙雕像,ZumaStatue,61,0,50,1,2000,900,9,0,2200,True,True,False,False,,9,13,13,16,22,38,0,0,0,0,17,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑龙雕像0,ZumaStatue,61,0,50,1,2000,900,9,0,2200,True,True,False,False,,9,13,13,16,22,38,0,0,0,0,17,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
古代祖玛雕像,ZumaStatue,61,0,50,1,2000,900,9,0,2200,True,True,False,False,,9,13,13,16,22,38,0,0,0,0,17,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
古代祖玛雕像0,ZumaStatue,61,0,50,1,2000,900,9,0,2200,True,True,False,False,,9,13,13,16,22,38,0,0,0,0,17,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛卫士,ZumaGuardian,61,0,41,1,2000,700,9,0,2400,True,True,True,False,,14,18,14,18,27,44,0,0,0,0,17,17,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛卫士0,ZumaGuardian,61,0,41,1,2000,700,9,0,2400,True,True,True,False,,14,18,14,18,27,44,0,0,0,0,17,17,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
